ID,QUESTION_ID,CONTEXT,IS_CORRECT,LINK
611,153,Drive in the center of the road to avoid both lanes.,FALSE,
612,153,Change to the right lane to yield the right-of-way to passing vehicles traveling faster.,TRUE,
613,154,beginner1_stopsign.png,TRUE,https://drive.google.com/open?id=1AY5_lBVEnag_Hv7pqu45xA5bios0hnWo&usp=drive_copy
614,154,expert28_SlowVehiclesUseRightLane.png,FALSE,https://drive.google.com/open?id=1JSuUUW_yrnU6bvJu7YolQQVsE0lwVWeg&usp=drive_copy
615,154,expert24_ExitDirectionSignForNumberedExits.webp,FALSE,https://drive.google.com/open?id=1mu1Vkka7Xf08EbZF_msupdk2I_oEpQsF&usp=drive_copy
616,154,beginner5_oneway.png,FALSE,https://drive.google.com/open?id=14FnQJQ5AdI_EW3E1kKACBSomaATZSoOJ&usp=drive_copy
617,155,beginner12_noentry.png,FALSE,https://drive.google.com/open?id=1ShfRmIVk-ATngSCmEdFeTCoE4cVf1HLL&usp=drive_copy
618,155,beginner100_useoverpass.png,FALSE,https://drive.google.com/open?id=1ORso2gBco-jwXWJ9qjZQDMSugHT6U9tv&usp=drive_copy
619,155,beginner2_giveway.png,TRUE,https://drive.google.com/open?id=1g8yyKdgDsZL5Eq0BVQW0_afeSzGHwA6O&usp=drive_copy
620,155,beginner103_checkbrakes.png,FALSE,https://drive.google.com/open?id=1rXVI-FGfvhC9MpNXkhzw0XGMYf1jn4Ik&usp=drive_copy
621,156,beginner104_reducespeed.png,FALSE,https://drive.google.com/open?id=1DdVwV6dnUkDewhef24Jjc3dCpnmvckL6&usp=drive_copy
622,156,beginner3_leftturner.png,TRUE,https://drive.google.com/open?id=10AjA3yKqheSlSfEGGPBsR9SWPIMYl5dU&usp=drive_copy
623,156,beginner39_beawareofpedestrian.webp,FALSE,https://drive.google.com/open?id=1oqKZsnrJQc6yxOshQIYRX2Na-u5mHVLV&usp=drive_copy
624,156,beginner40_beawareofschool.png,FALSE,https://drive.google.com/open?id=1w_9PA99BPo04jhyMdXllFf2FNIK1_C1w&usp=drive_copy
625,157,beginner41_bikelaneahead.png,FALSE,https://drive.google.com/open?id=1djvZMAjj8uXfG6e4lb4FvTFdjc4fFRAr&usp=drive_copy
626,157,beginner42_beawareofpersonswith.webp,FALSE,https://drive.google.com/open?id=1TFxL2QOfP5NM5JD3c9-5z9kpUIQWHttt&usp=drive_copy
627,157,beginner43_sharpturnright.webp,FALSE,https://drive.google.com/open?id=12NrziNbEAUQOhgB-DyNog42tmFevyxZQ&usp=drive_copy
628,157,beginner4_noturns.png,TRUE,https://drive.google.com/open?id=1fzjCkwe9LY8ZGITT8hFLBjyzQi4Zbmbj&usp=drive_copy
629,158,beginner5_oneway.png,TRUE,https://drive.google.com/open?id=14FnQJQ5AdI_EW3E1kKACBSomaATZSoOJ&usp=drive_copy
630,158,advanced40_servicesignwithnameofservice.png,FALSE,https://drive.google.com/open?id=1HHTmA3y9WQb8mpU1JM_YgsSyR4zXRz1-&usp=drive_copy
631,158,expert3_DoNotBlockIntersection.png,FALSE,https://drive.google.com/open?id=1mqLbnOcOLatIzrwQS2h-bz8SAqgHLStE&usp=drive_copy
632,158,expert8_NoEntryforVehicleswithGrossVehicleMassofMoreThan5Tons.webp,FALSE,https://drive.google.com/open?id=13YHuzAt45u45KEAoeLNWQX66Hraiv65y&usp=drive_copy
633,159,expert16_ServiceSign(AdvanceSignwithNameofService).png,FALSE,https://drive.google.com/open?id=103w5LgcoTOHj9YZbQmo-Zy8us3A038TZ&usp=drive_copy
634,159,beginner6_keepright.png,TRUE,https://drive.google.com/open?id=1dBlPOusLwpIAP3YeFkSbtwV89xm3xSad&usp=drive_copy
635,159,advanced16_halfyjunctionbehindright.webp,FALSE,https://drive.google.com/open?id=1MwlfOHROE1gK1hFPlIk-wVkO4sQky0Ot&usp=drive_copy
636,159,advanced22_apporachtointersectionmergingtrafficright.webp,FALSE,https://drive.google.com/open?id=10THrBhpFo9NUoHnmNl9pV9Bvb4rQBS8y&usp=drive_copy
637,160,beginner7_keepleft.webp,TRUE,https://drive.google.com/open?id=14c3tYCXQy85c98hOLzCm65h8ALTmf5bL&usp=drive_copy
638,160,expert8_NoEntryforVehicleswithGrossVehicleMassofMoreThan5Tons.webp,FALSE,https://drive.google.com/open?id=13YHuzAt45u45KEAoeLNWQX66Hraiv65y&usp=drive_copy
639,160,expert16_ServiceSign(AdvanceSignwithNameofService).png,FALSE,https://drive.google.com/open?id=103w5LgcoTOHj9YZbQmo-Zy8us3A038TZ&usp=drive_copy
640,160,expert17_ProhibitedonExpressway.png,FALSE,https://drive.google.com/open?id=1LNyyXq9jBJCO9qacEfed0KlYypCq997p&usp=drive_copy
641,161,expert18_ExitAdvanceSign(With Distance).png,FALSE,https://drive.google.com/open?id=1pfNAHSpWu4aN_TVbdnOu-8lsLpGEqVdB&usp=drive_copy
642,161,beginner10_mergingtraffic.png,TRUE,https://drive.google.com/open?id=1ELbXw63GqJ9-puUhjMvbNPoXpOMrcqNw&usp=drive_copy
643,161,beginner62_trafficlights.webp,FALSE,https://drive.google.com/open?id=1Y3yBgsX0jAMb977GkDcBhPty8OcloF7m&usp=drive_copy
644,161,beginner70_slowdownpedestrian.png,FALSE,https://drive.google.com/open?id=1LnzW6U-lxhkcz1bw2nzQYasLvsDSsM39&usp=drive_copy
645,162,beginner71_pedestriancrossing.png,FALSE,https://drive.google.com/open?id=16FTsoltWApqOlDJ7cCalYGojRxofpV2Y&usp=drive_copy
646,162,beginner72_beawareandstopforchildren.png,FALSE,https://drive.google.com/open?id=1PGqRmn_nOUt02qKbGlc8Vy7V6xuAE5SV&usp=drive_copy
647,162,beginner74_advicetothepedestrian.png,FALSE,https://drive.google.com/open?id=18CDSyj_QoYAPGZg3phXz7jZ2Ig4C5uar&usp=drive_copy
648,162,beginner12_noentry.png,TRUE,https://drive.google.com/open?id=1ShfRmIVk-ATngSCmEdFeTCoE4cVf1HLL&usp=drive_copy
649,163,beginner87_intersectiondirectionsignright.png,FALSE,https://drive.google.com/open?id=1DGta7Wu7cOLyo_1G2rQ44-nDmTVIQFsN&usp=drive_copy
650,163,beginner90_intersectiondirectionsignwithroutenumber.png,FALSE,https://drive.google.com/open?id=1XHMms3FufRfbxOsGEnaV66eXvMDN7lAc&usp=drive_copy
651,163,beginner17_noentryfortricycles.png,TRUE,https://drive.google.com/open?id=1yeZCqEIf7EPYSM7ULYoa3kPtGytkA5Dc&usp=drive_copy
652,163,beginner103_checkbrakes.png,FALSE,https://drive.google.com/open?id=1rXVI-FGfvhC9MpNXkhzw0XGMYf1jn4Ik&usp=drive_copy
653,164,beginner19_useoverpass.png,TRUE,https://drive.google.com/open?id=1hCLYGafNMwlSNkDPThU7S_oOj61onyB0&usp=drive_copy
654,164,advanced13_yjunction.webp,FALSE,https://drive.google.com/open?id=1ks_YDNI0l6RVaYWErNKOX0GTosTRGIYA&usp=drive_copy
655,164,advanced16_halfyjunctionbehindright.webp,FALSE,https://drive.google.com/open?id=1MwlfOHROE1gK1hFPlIk-wVkO4sQky0Ot&usp=drive_copy
656,164,advanced22_apporachtointersectionmergingtrafficright.webp,FALSE,https://drive.google.com/open?id=10THrBhpFo9NUoHnmNl9pV9Bvb4rQBS8y&usp=drive_copy
657,165,beginner20_usepedestriancrossing.png,TRUE,https://drive.google.com/open?id=1BKQ6YNKlKmnILK1E9tUoIWCf7zhSASf8&usp=drive_copy
658,165,beginner79_signsofschool.png,FALSE,https://drive.google.com/open?id=1C284zaz9eKownjHBbXKwABt64aR-iZHD&usp=drive_copy
659,165,beginner80_signsofplayground.png,FALSE,https://drive.google.com/open?id=1GLTx-uCklS78ZMjjthn6ZP5siSTG8x9I&usp=drive_copy
660,165,beginner81_maximumheight.webp,FALSE,https://drive.google.com/open?id=19KC14spMf4C8Cnedexty7Mh8ep9hUOPJ&usp=drive_copy
661,166,beginner82_slowdownaccident.png,FALSE,https://drive.google.com/open?id=1HaqVPeRrWfjV29tOIiWP97rpsBd8u13S&usp=drive_copy
662,166,beginner84_stackdirectionsignmultiple.png,FALSE,https://drive.google.com/open?id=1WiWBaoselJoI2nBLbbEJ-IcsjjnNA1wN&usp=drive_copy
663,166,beginner26_minimumspeed.webp,TRUE,https://drive.google.com/open?id=1xfsCK0kPuZ1rJ1yNZDR432IaTxJJDWEX&usp=drive_copy
664,166,beginner97_tollcharges.png,FALSE,https://drive.google.com/open?id=1MHRFUILAYcIfZWKKi-EWRJrJzBb2b-30&usp=drive_copy
665,167,beginner98_lanedirectionsigns.png,FALSE,https://drive.google.com/open?id=17l08Dmq2H3wNQ3cZtrhn9j6yNUSWkYnt&usp=drive_copy
666,167,beginner100_useoverpass.png,FALSE,https://drive.google.com/open?id=1ORso2gBco-jwXWJ9qjZQDMSugHT6U9tv&usp=drive_copy
667,167,beginner27_loadingzone.png,TRUE,https://drive.google.com/open?id=1C_B2UwwwRDagYfQLMthz8K-A22JfRojM&usp=drive_copy
668,167,beginner37_useseatbelt.png,FALSE,https://drive.google.com/open?id=1CDk6x2u3K7f1-dVrDUld_0ARsWBDBcvo&usp=drive_copy
669,168,beginner38_noblowing.png,FALSE,https://drive.google.com/open?id=1dFTBUY0w1Bpb4ROBlDpaiI9W_DbkoCZb&usp=drive_copy
670,168,beginner39_beawareofpedestrian.webp,FALSE,https://drive.google.com/open?id=1oqKZsnrJQc6yxOshQIYRX2Na-u5mHVLV&usp=drive_copy
671,168,beginner40_beawareofschool.png,FALSE,https://drive.google.com/open?id=1w_9PA99BPo04jhyMdXllFf2FNIK1_C1w&usp=drive_copy
672,168,beginner28_loadingandunloading.png,TRUE,https://drive.google.com/open?id=1j-Zql6aPypzimFZ--9D5neluWBwDJTIO&usp=drive_copy
673,169,beginner82_slowdownaccident.png,FALSE,https://drive.google.com/open?id=1HaqVPeRrWfjV29tOIiWP97rpsBd8u13S&usp=drive_copy
674,169,beginner29_nowaiting.png,TRUE,https://drive.google.com/open?id=1TvLo1IrMHqr3PAzuD7vCpTYKDBBjkmSC&usp=drive_copy
675,169,beginner85_stackdirectionsignsingle.png,FALSE,https://drive.google.com/open?id=1X28XPntvH4LqIKz932jjiQscoBRO5rrB&usp=drive_copy
676,169,beginner87_intersectiondirectionsignright.png,FALSE,https://drive.google.com/open?id=1DGta7Wu7cOLyo_1G2rQ44-nDmTVIQFsN&usp=drive_copy
677,170,beginner33_noparkingbawalpumarada.png,TRUE,https://drive.google.com/open?id=1qiMnCYW6ChjjfO5oKbF0bV6ggirnk5PQ&usp=drive_copy
678,170,beginner38_noblowing.png,FALSE,https://drive.google.com/open?id=1dFTBUY0w1Bpb4ROBlDpaiI9W_DbkoCZb&usp=drive_copy
679,170,beginner39_beawareofpedestrian.webp,FALSE,https://drive.google.com/open?id=1oqKZsnrJQc6yxOshQIYRX2Na-u5mHVLV&usp=drive_copy
680,170,beginner40_beawareofschool.png,FALSE,https://drive.google.com/open?id=1w_9PA99BPo04jhyMdXllFf2FNIK1_C1w&usp=drive_copy
681,171,beginner41_bikelaneahead.png,FALSE,https://drive.google.com/open?id=1djvZMAjj8uXfG6e4lb4FvTFdjc4fFRAr&usp=drive_copy
682,171,beginner42_beawareofpersonswith.webp,FALSE,https://drive.google.com/open?id=1TFxL2QOfP5NM5JD3c9-5z9kpUIQWHttt&usp=drive_copy
683,171,beginner34_noparkingtowawayzone.webp,TRUE,https://drive.google.com/open?id=1MmVAE7O27hGqyCWZiqXh7vtGbw9Y65-L&usp=drive_copy
684,171,beginner19_useoverpass.png,FALSE,https://drive.google.com/open?id=1hCLYGafNMwlSNkDPThU7S_oOj61onyB0&usp=drive_copy
685,172,beginner21_noright.png,FALSE,https://drive.google.com/open?id=16Vilc3gAAIRmW9d0ERfnhj0PDHbWLbXt&usp=drive_copy
686,172,beginner22_noleft.png,FALSE,https://drive.google.com/open?id=1xRwwNxusNlp-YWOVZJKnEcpE6-diSMdK&usp=drive_copy
687,172,beginner35_noparkinganytime.png,TRUE,https://drive.google.com/open?id=1ZlnJnpUnjYUMmuvVSgY9kTx3B3rghNZ8&usp=drive_copy
688,172,beginner55_intersectionahead.png,FALSE,https://drive.google.com/open?id=1IDQ64-Z1Odb99tofKu_WdUaeR45wOuu2&usp=drive_copy
689,173,beginner61_roundabout.webp,FALSE,https://drive.google.com/open?id=1mDdZ4w5loznt7uPyloxGyoeoYOfMpxqr&usp=drive_copy
690,173,beginner62_trafficlights.webp,FALSE,https://drive.google.com/open?id=1Y3yBgsX0jAMb977GkDcBhPty8OcloF7m&usp=drive_copy
691,173,beginner70_slowdownpedestrian.png,FALSE,https://drive.google.com/open?id=1LnzW6U-lxhkcz1bw2nzQYasLvsDSsM39&usp=drive_copy
692,173,beginner36_nostoppinganytime.png,TRUE,https://drive.google.com/open?id=1sghx5uu-D6Ox1Xy0cXuKzvfw_WYrCDKE&usp=drive_copy
693,174,beginner37_useseatbelt.png,TRUE,https://drive.google.com/open?id=1CDk6x2u3K7f1-dVrDUld_0ARsWBDBcvo&usp=drive_copy
694,174,advanced4_leftlanemust.png,FALSE,https://drive.google.com/open?id=1a0BTZvZUPa7yHlIEadJQ8VucowRbQwac&usp=drive_copy
695,174,advanced6_noentryfortrucks.png,FALSE,https://drive.google.com/open?id=1u3sCGZ8uSIPSGnp7mcKrwrGwNuzwlQta&usp=drive_copy
696,174,advanced13_yjunction.webp,FALSE,https://drive.google.com/open?id=1ks_YDNI0l6RVaYWErNKOX0GTosTRGIYA&usp=drive_copy
697,175,beginner38_noblowing.png,TRUE,https://drive.google.com/open?id=1dFTBUY0w1Bpb4ROBlDpaiI9W_DbkoCZb&usp=drive_copy
698,175,beginner6_keepright.png,FALSE,https://drive.google.com/open?id=1dBlPOusLwpIAP3YeFkSbtwV89xm3xSad&usp=drive_copy
699,175,beginner7_keepleft.webp,FALSE,https://drive.google.com/open?id=14c3tYCXQy85c98hOLzCm65h8ALTmf5bL&usp=drive_copy
700,175,beginner10_mergingtraffic.png,FALSE,https://drive.google.com/open?id=1ELbXw63GqJ9-puUhjMvbNPoXpOMrcqNw&usp=drive_copy
701,176,beginner12_noentry.png,FALSE,https://drive.google.com/open?id=1ShfRmIVk-ATngSCmEdFeTCoE4cVf1HLL&usp=drive_copy
702,176,beginner17_noentryfortricycles.png,FALSE,https://drive.google.com/open?id=1yeZCqEIf7EPYSM7ULYoa3kPtGytkA5Dc&usp=drive_copy
703,176,beginner39_beawareofpedestrian.webp,TRUE,https://drive.google.com/open?id=1oqKZsnrJQc6yxOshQIYRX2Na-u5mHVLV&usp=drive_copy
704,176,beginner22_noleft.png,FALSE,https://drive.google.com/open?id=1xRwwNxusNlp-YWOVZJKnEcpE6-diSMdK&usp=drive_copy
705,177,beginner23_nouturn.png,FALSE,https://drive.google.com/open?id=1YyLcEkAMEwgcV4FRsd6iFLGoywhVkjVK&usp=drive_copy
706,177,beginner40_beawareofschool.png,TRUE,https://drive.google.com/open?id=1w_9PA99BPo04jhyMdXllFf2FNIK1_C1w&usp=drive_copy
707,177,beginner28_loadingandunloading.png,FALSE,https://drive.google.com/open?id=1j-Zql6aPypzimFZ--9D5neluWBwDJTIO&usp=drive_copy
708,177,beginner30_noloading.png,FALSE,https://drive.google.com/open?id=1niWBI8uss9z0etaBIJNLq0j6FZm7TL68&usp=drive_copy
709,178,beginner41_bikelaneahead.png,TRUE,https://drive.google.com/open?id=1djvZMAjj8uXfG6e4lb4FvTFdjc4fFRAr&usp=drive_copy
710,178,beginner31_bawalmagsakay.png,FALSE,https://drive.google.com/open?id=1-ttZdhYgmsi2A9VLmWS3zTushXXJg2nl&usp=drive_copy
711,178,beginner32_noparking.png,FALSE,https://drive.google.com/open?id=1lZEoE2DI1Wasj51dF6N-q7OuWCP621HR&usp=drive_copy
712,178,beginner34_noparkingtowawayzone.webp,FALSE,https://drive.google.com/open?id=1MmVAE7O27hGqyCWZiqXh7vtGbw9Y65-L&usp=drive_copy
713,179,beginner42_beawareofpersonswith.webp,TRUE,https://drive.google.com/open?id=1TFxL2QOfP5NM5JD3c9-5z9kpUIQWHttt&usp=drive_copy
714,179,beginner40_beawareofschool.png,FALSE,https://drive.google.com/open?id=1w_9PA99BPo04jhyMdXllFf2FNIK1_C1w&usp=drive_copy
715,179,beginner41_bikelaneahead.png,FALSE,https://drive.google.com/open?id=1djvZMAjj8uXfG6e4lb4FvTFdjc4fFRAr&usp=drive_copy
716,179,beginner42_beawareofpersonswith.webp,FALSE,https://drive.google.com/open?id=1TFxL2QOfP5NM5JD3c9-5z9kpUIQWHttt&usp=drive_copy
717,180,beginner43_sharpturnright.webp,FALSE,https://drive.google.com/open?id=12NrziNbEAUQOhgB-DyNog42tmFevyxZQ&usp=drive_copy
718,180,beginner47_curveright.webp,FALSE,https://drive.google.com/open?id=1oi29Q9w1LZxK73HJzZsilxeMZqd75ogY&usp=drive_copy
719,180,beginner31_bawalmagsakay.png,FALSE,https://drive.google.com/open?id=1-ttZdhYgmsi2A9VLmWS3zTushXXJg2nl&usp=drive_copy
720,180,beginner43_sharpturnright.webp,TRUE,https://drive.google.com/open?id=12NrziNbEAUQOhgB-DyNog42tmFevyxZQ&usp=drive_copy
721,181,beginner48_curveleft.webp,FALSE,https://drive.google.com/open?id=15sUZR-lTbTmP8eQH1Z-pwy-pbn4rJiSe&usp=drive_copy
722,181,beginner47_curveright.webp,TRUE,https://drive.google.com/open?id=1oi29Q9w1LZxK73HJzZsilxeMZqd75ogY&usp=drive_copy
723,181,beginner49_reversecurveright.webp,FALSE,https://drive.google.com/open?id=1lfYgkzzjoGR76x2hHcB7I1Npf3vnZpCG&usp=drive_copy
724,181,beginner55_intersectionahead.png,FALSE,https://drive.google.com/open?id=1IDQ64-Z1Odb99tofKu_WdUaeR45wOuu2&usp=drive_copy
725,182,beginner61_roundabout.webp,FALSE,https://drive.google.com/open?id=1mDdZ4w5loznt7uPyloxGyoeoYOfMpxqr&usp=drive_copy
726,182,beginner62_trafficlights.webp,FALSE,https://drive.google.com/open?id=1Y3yBgsX0jAMb977GkDcBhPty8OcloF7m&usp=drive_copy
727,182,beginner70_slowdownpedestrian.png,FALSE,https://drive.google.com/open?id=1LnzW6U-lxhkcz1bw2nzQYasLvsDSsM39&usp=drive_copy
728,182,beginner48_curveleft.webp,TRUE,https://drive.google.com/open?id=15sUZR-lTbTmP8eQH1Z-pwy-pbn4rJiSe&usp=drive_copy
729,183,beginner71_pedestriancrossing.png,FALSE,https://drive.google.com/open?id=16FTsoltWApqOlDJ7cCalYGojRxofpV2Y&usp=drive_copy
730,183,beginner72_beawareandstopforchildren.png,FALSE,https://drive.google.com/open?id=1PGqRmn_nOUt02qKbGlc8Vy7V6xuAE5SV&usp=drive_copy
731,183,beginner49_reversecurveright.webp,TRUE,https://drive.google.com/open?id=1lfYgkzzjoGR76x2hHcB7I1Npf3vnZpCG&usp=drive_copy
732,183,beginner79_signsofschool.png,FALSE,https://drive.google.com/open?id=1C284zaz9eKownjHBbXKwABt64aR-iZHD&usp=drive_copy
733,184,beginner80_signsofplayground.png,FALSE,https://drive.google.com/open?id=1GLTx-uCklS78ZMjjthn6ZP5siSTG8x9I&usp=drive_copy
734,184,beginner55_intersectionahead.png,TRUE,https://drive.google.com/open?id=1IDQ64-Z1Odb99tofKu_WdUaeR45wOuu2&usp=drive_copy
735,184,beginner61_roundabout.webp,FALSE,https://drive.google.com/open?id=1mDdZ4w5loznt7uPyloxGyoeoYOfMpxqr&usp=drive_copy
736,184,beginner62_trafficlights.webp,FALSE,https://drive.google.com/open?id=1Y3yBgsX0jAMb977GkDcBhPty8OcloF7m&usp=drive_copy
737,185,beginner43_sharpturnright.webp,FALSE,https://drive.google.com/open?id=12NrziNbEAUQOhgB-DyNog42tmFevyxZQ&usp=drive_copy
738,185,beginner49_reversecurveright.webp,FALSE,https://drive.google.com/open?id=1lfYgkzzjoGR76x2hHcB7I1Npf3vnZpCG&usp=drive_copy
739,185,beginner48_curveleft.webp,FALSE,https://drive.google.com/open?id=15sUZR-lTbTmP8eQH1Z-pwy-pbn4rJiSe&usp=drive_copy
740,185,beginner59_skewedintersectionleft.webp,TRUE,https://drive.google.com/open?id=1Zui2FNRb3ym8URwWrm8SytD4I08fAEqr&usp=drive_copy
741,186,beginner60_tjunction.webp,TRUE,https://drive.google.com/open?id=1EfySZm2xqJeSLOB9AV8nM-rHUEQMsjN8&usp=drive_copy
742,186,beginner43_sharpturnright.webp,FALSE,https://drive.google.com/open?id=12NrziNbEAUQOhgB-DyNog42tmFevyxZQ&usp=drive_copy
743,186,beginner47_curveright.webp,FALSE,https://drive.google.com/open?id=1oi29Q9w1LZxK73HJzZsilxeMZqd75ogY&usp=drive_copy
744,186,beginner22_noleft.png,FALSE,https://drive.google.com/open?id=1xRwwNxusNlp-YWOVZJKnEcpE6-diSMdK&usp=drive_copy
745,187,beginner23_nouturn.png,FALSE,https://drive.google.com/open?id=1YyLcEkAMEwgcV4FRsd6iFLGoywhVkjVK&usp=drive_copy
746,187,beginner43_sharpturnright.webp,FALSE,https://drive.google.com/open?id=12NrziNbEAUQOhgB-DyNog42tmFevyxZQ&usp=drive_copy
747,187,beginner70_slowdownpedestrian.png,TRUE,https://drive.google.com/open?id=1LnzW6U-lxhkcz1bw2nzQYasLvsDSsM39&usp=drive_copy
748,187,beginner47_curveright.webp,FALSE,https://drive.google.com/open?id=1oi29Q9w1LZxK73HJzZsilxeMZqd75ogY&usp=drive_copy
749,188,beginner71_pedestriancrossing.png,TRUE,https://drive.google.com/open?id=16FTsoltWApqOlDJ7cCalYGojRxofpV2Y&usp=drive_copy
750,188,advanced38_diagrammaticdirectionsign.png,FALSE,https://drive.google.com/open?id=1ESa7svutNgz-ZgF2qJ0ffSQSpo6RCVq0&usp=drive_copy
751,188,advanced39_diagrammaticdirectionsignforroundabout.svg,FALSE,https://drive.google.com/open?id=1Tby4RGHsSkAVnRhnEEAbYNRHUzrAvRL_&usp=drive_copy
752,188,advanced40_servicesignwithnameofservice.png,FALSE,https://drive.google.com/open?id=1HHTmA3y9WQb8mpU1JM_YgsSyR4zXRz1-&usp=drive_copy
753,189,expert3_DoNotBlockIntersection.png,FALSE,https://drive.google.com/open?id=1mqLbnOcOLatIzrwQS2h-bz8SAqgHLStE&usp=drive_copy
754,189,expert8_NoEntryforVehicleswithGrossVehicleMassofMoreThan5Tons.webp,FALSE,https://drive.google.com/open?id=13YHuzAt45u45KEAoeLNWQX66Hraiv65y&usp=drive_copy
755,189,expert16_ServiceSign(AdvanceSignwithNameofService).png,FALSE,https://drive.google.com/open?id=103w5LgcoTOHj9YZbQmo-Zy8us3A038TZ&usp=drive_copy
756,189,beginner72_beawareandstopforchildren.png,TRUE,https://drive.google.com/open?id=1PGqRmn_nOUt02qKbGlc8Vy7V6xuAE5SV&usp=drive_copy
757,190,advanced16_halfyjunctionbehindright.webp,FALSE,https://drive.google.com/open?id=1MwlfOHROE1gK1hFPlIk-wVkO4sQky0Ot&usp=drive_copy
758,190,beginner74_advicetothepedestrian.png,TRUE,https://drive.google.com/open?id=18CDSyj_QoYAPGZg3phXz7jZ2Ig4C5uar&usp=drive_copy
759,190,advanced25_roadnarrows.png,FALSE,https://drive.google.com/open?id=1yj7El-qow9jdyl4wbrYph4oN-0hj4XlF&usp=drive_copy
760,190,advanced38_diagrammaticdirectionsign.png,FALSE,https://drive.google.com/open?id=1ESa7svutNgz-ZgF2qJ0ffSQSpo6RCVq0&usp=drive_copy
