ID,QUESTION_ID,CONTEXT,IS_CORRECT,LINK
761,191,advanced39_diagrammaticdirectionsignforroundabout.svg,FALSE,https://drive.google.com/open?id=1Tby4RGHsSkAVnRhnEEAbYNRHUzrAvRL_&usp=drive_copy
762,191,beginner75_beawareandslowdownonbike.png,TRUE,https://drive.google.com/open?id=14ylxXd_7r_L4mij9Cj0Yv-04TtESWAlu&usp=drive_copy
763,191,beginner30_noloading.png,FALSE,https://drive.google.com/open?id=1niWBI8uss9z0etaBIJNLq0j6FZm7TL68&usp=drive_copy
764,191,beginner31_bawalmagsakay.png,FALSE,https://drive.google.com/open?id=1-ttZdhYgmsi2A9VLmWS3zTushXXJg2nl&usp=drive_copy
765,192,beginner42_beawareofpersonswith.webp,TRUE,https://drive.google.com/open?id=1TFxL2QOfP5NM5JD3c9-5z9kpUIQWHttt&usp=drive_copy
766,192,beginner10_mergingtraffic.png,FALSE,https://drive.google.com/open?id=1ELbXw63GqJ9-puUhjMvbNPoXpOMrcqNw&usp=drive_copy
767,192,beginner12_noentry.png,FALSE,https://drive.google.com/open?id=1ShfRmIVk-ATngSCmEdFeTCoE4cVf1HLL&usp=drive_copy
768,192,beginner17_noentryfortricycles.png,FALSE,https://drive.google.com/open?id=1yeZCqEIf7EPYSM7ULYoa3kPtGytkA5Dc&usp=drive_copy
769,193,beginner19_useoverpass.png,FALSE,https://drive.google.com/open?id=1hCLYGafNMwlSNkDPThU7S_oOj61onyB0&usp=drive_copy
770,193,beginner22_noleft.png,FALSE,https://drive.google.com/open?id=1xRwwNxusNlp-YWOVZJKnEcpE6-diSMdK&usp=drive_copy
771,193,beginner79_signsofschool.png,TRUE,https://drive.google.com/open?id=1C284zaz9eKownjHBbXKwABt64aR-iZHD&usp=drive_copy
772,193,beginner70_slowdownpedestrian.png,FALSE,https://drive.google.com/open?id=1LnzW6U-lxhkcz1bw2nzQYasLvsDSsM39&usp=drive_copy
773,194,beginner80_signsofplayground.png,TRUE,https://drive.google.com/open?id=1GLTx-uCklS78ZMjjthn6ZP5siSTG8x9I&usp=drive_copy
774,194,beginner71_pedestriancrossing.png,FALSE,https://drive.google.com/open?id=16FTsoltWApqOlDJ7cCalYGojRxofpV2Y&usp=drive_copy
775,194,beginner42_beawareofpersonswith.webp,FALSE,https://drive.google.com/open?id=1TFxL2QOfP5NM5JD3c9-5z9kpUIQWHttt&usp=drive_copy
776,194,beginner39_beawareofpedestrian.webp,FALSE,https://drive.google.com/open?id=1oqKZsnrJQc6yxOshQIYRX2Na-u5mHVLV&usp=drive_copy
777,195,beginner39_beawareofpedestrian.webp,FALSE,https://drive.google.com/open?id=1oqKZsnrJQc6yxOshQIYRX2Na-u5mHVLV&usp=drive_copy
778,195,beginner40_beawareofschool.png,FALSE,https://drive.google.com/open?id=1w_9PA99BPo04jhyMdXllFf2FNIK1_C1w&usp=drive_copy
779,195,beginner41_bikelaneahead.png,FALSE,https://drive.google.com/open?id=1djvZMAjj8uXfG6e4lb4FvTFdjc4fFRAr&usp=drive_copy
780,195,beginner81_maximumheight.webp,TRUE,https://drive.google.com/open?id=19KC14spMf4C8Cnedexty7Mh8ep9hUOPJ&usp=drive_copy
781,196,beginner82_slowdownaccident.png,TRUE,https://drive.google.com/open?id=1HaqVPeRrWfjV29tOIiWP97rpsBd8u13S&usp=drive_copy
782,196,beginner62_trafficlights.webp,FALSE,https://drive.google.com/open?id=1Y3yBgsX0jAMb977GkDcBhPty8OcloF7m&usp=drive_copy
783,196,beginner70_slowdownpedestrian.png,FALSE,https://drive.google.com/open?id=1LnzW6U-lxhkcz1bw2nzQYasLvsDSsM39&usp=drive_copy
784,196,beginner71_pedestriancrossing.png,FALSE,https://drive.google.com/open?id=16FTsoltWApqOlDJ7cCalYGojRxofpV2Y&usp=drive_copy
785,197,beginner80_signsofplayground.png,FALSE,https://drive.google.com/open?id=1GLTx-uCklS78ZMjjthn6ZP5siSTG8x9I&usp=drive_copy
786,197,beginner84_stackdirectionsignmultiple.png,TRUE,https://drive.google.com/open?id=1WiWBaoselJoI2nBLbbEJ-IcsjjnNA1wN&usp=drive_copy
787,197,beginner42_beawareofpersonswith.webp,FALSE,https://drive.google.com/open?id=1TFxL2QOfP5NM5JD3c9-5z9kpUIQWHttt&usp=drive_copy
788,197,beginner43_sharpturnright.webp,FALSE,https://drive.google.com/open?id=12NrziNbEAUQOhgB-DyNog42tmFevyxZQ&usp=drive_copy
789,198,beginner47_curveright.webp,FALSE,https://drive.google.com/open?id=1oi29Q9w1LZxK73HJzZsilxeMZqd75ogY&usp=drive_copy
790,198,beginner39_beawareofpedestrian.webp,FALSE,https://drive.google.com/open?id=1oqKZsnrJQc6yxOshQIYRX2Na-u5mHVLV&usp=drive_copy
791,198,beginner85_stackdirectionsignsingle.png,TRUE,https://drive.google.com/open?id=1X28XPntvH4LqIKz932jjiQscoBRO5rrB&usp=drive_copy
792,198,beginner70_slowdownpedestrian.png,FALSE,https://drive.google.com/open?id=1LnzW6U-lxhkcz1bw2nzQYasLvsDSsM39&usp=drive_copy
793,199,beginner71_pedestriancrossing.png,FALSE,https://drive.google.com/open?id=16FTsoltWApqOlDJ7cCalYGojRxofpV2Y&usp=drive_copy
794,199,beginner87_intersectiondirectionsignright.png,TRUE,https://drive.google.com/open?id=1DGta7Wu7cOLyo_1G2rQ44-nDmTVIQFsN&usp=drive_copy
795,199,advanced1_passeither.png,FALSE,https://drive.google.com/open?id=1M1H0gPBWGvSwsPLcMlZ3aqM7ygIm1Oxl&usp=drive_copy
796,199,advanced3_rightlanemust.webp,FALSE,https://drive.google.com/open?id=1_83FKR4pqlxD6zUyuAbAEmtILNGnVZMn&usp=drive_copy
797,200,beginner90_intersectiondirectionsignwithroutenumber.png,TRUE,https://drive.google.com/open?id=1XHMms3FufRfbxOsGEnaV66eXvMDN7lAc&usp=drive_copy
798,200,advanced4_leftlanemust.png,FALSE,https://drive.google.com/open?id=1a0BTZvZUPa7yHlIEadJQ8VucowRbQwac&usp=drive_copy
799,200,advanced6_noentryfortrucks.png,FALSE,https://drive.google.com/open?id=1u3sCGZ8uSIPSGnp7mcKrwrGwNuzwlQta&usp=drive_copy
800,200,advanced13_yjunction.webp,FALSE,https://drive.google.com/open?id=1ks_YDNI0l6RVaYWErNKOX0GTosTRGIYA&usp=drive_copy
801,201,advanced39_diagrammaticdirectionsignforroundabout.svg,FALSE,https://drive.google.com/open?id=1Tby4RGHsSkAVnRhnEEAbYNRHUzrAvRL_&usp=drive_copy
802,201,advanced40_servicesignwithnameofservice.png,FALSE,https://drive.google.com/open?id=1HHTmA3y9WQb8mpU1JM_YgsSyR4zXRz1-&usp=drive_copy
803,201,expert3_DoNotBlockIntersection.png,FALSE,https://drive.google.com/open?id=1mqLbnOcOLatIzrwQS2h-bz8SAqgHLStE&usp=drive_copy
804,201,beginner91_Reassurancedirectionsign.png,TRUE,https://drive.google.com/open?id=1aepyHSqAeUYF0IIGzJU6ng3JVjoGfY2b&usp=drive_copy
805,202,beginner97_tollcharges.png,TRUE,https://drive.google.com/open?id=1MHRFUILAYcIfZWKKi-EWRJrJzBb2b-30&usp=drive_copy
806,202,expert16_ServiceSign(AdvanceSignwithNameofService).png,FALSE,https://drive.google.com/open?id=103w5LgcoTOHj9YZbQmo-Zy8us3A038TZ&usp=drive_copy
807,202,expert17_ProhibitedonExpressway.png,FALSE,https://drive.google.com/open?id=1LNyyXq9jBJCO9qacEfed0KlYypCq997p&usp=drive_copy
808,202,expert18_ExitAdvanceSign(With Distance).png,FALSE,https://drive.google.com/open?id=1pfNAHSpWu4aN_TVbdnOu-8lsLpGEqVdB&usp=drive_copy
809,203,beginner98_lanedirectionsigns.png,TRUE,https://drive.google.com/open?id=17l08Dmq2H3wNQ3cZtrhn9j6yNUSWkYnt&usp=drive_copy
810,203,advanced38_diagrammaticdirectionsign.png,FALSE,https://drive.google.com/open?id=1ESa7svutNgz-ZgF2qJ0ffSQSpo6RCVq0&usp=drive_copy
811,203,advanced39_diagrammaticdirectionsignforroundabout.svg,FALSE,https://drive.google.com/open?id=1Tby4RGHsSkAVnRhnEEAbYNRHUzrAvRL_&usp=drive_copy
812,203,advanced40_servicesignwithnameofservice.png,FALSE,https://drive.google.com/open?id=1HHTmA3y9WQb8mpU1JM_YgsSyR4zXRz1-&usp=drive_copy
821,206,beginner103_checkbrakes.png,TRUE,https://drive.google.com/open?id=1rXVI-FGfvhC9MpNXkhzw0XGMYf1jn4Ik&usp=drive_copy
822,206,expert17_ProhibitedonExpressway.png,FALSE,https://drive.google.com/open?id=1LNyyXq9jBJCO9qacEfed0KlYypCq997p&usp=drive_copy
823,206,expert18_ExitAdvanceSign(With Distance).png,FALSE,https://drive.google.com/open?id=1pfNAHSpWu4aN_TVbdnOu-8lsLpGEqVdB&usp=drive_copy
824,206,expert24_ExitDirectionSignForNumberedExits.webp,FALSE,https://drive.google.com/open?id=1mu1Vkka7Xf08EbZF_msupdk2I_oEpQsF&usp=drive_copy
825,207,expert28_SlowVehiclesUseRightLane.png,FALSE,https://drive.google.com/open?id=1JSuUUW_yrnU6bvJu7YolQQVsE0lwVWeg&usp=drive_copy
826,207,advanced13_yjunction.webp,FALSE,https://drive.google.com/open?id=1ks_YDNI0l6RVaYWErNKOX0GTosTRGIYA&usp=drive_copy
827,207,advanced16_halfyjunctionbehindright.webp,FALSE,https://drive.google.com/open?id=1MwlfOHROE1gK1hFPlIk-wVkO4sQky0Ot&usp=drive_copy
828,207,beginner104_reducespeed.png,TRUE,https://drive.google.com/open?id=1DdVwV6dnUkDewhef24Jjc3dCpnmvckL6&usp=drive_copy
829,208,advanced3_rightlanemust.webp,FALSE,https://drive.google.com/open?id=1_83FKR4pqlxD6zUyuAbAEmtILNGnVZMn&usp=drive_copy
830,208,beginner107_roadclosed.png,TRUE,https://drive.google.com/open?id=1HaG2JW1lBz1jwBTmmRZ4JYe_vEXOGh4r&usp=drive_copy
831,208,advanced6_noentryfortrucks.png,FALSE,https://drive.google.com/open?id=1u3sCGZ8uSIPSGnp7mcKrwrGwNuzwlQta&usp=drive_copy
832,208,advanced13_yjunction.webp,FALSE,https://drive.google.com/open?id=1ks_YDNI0l6RVaYWErNKOX0GTosTRGIYA&usp=drive_copy
833,209,advanced16_halfyjunctionbehindright.webp,FALSE,https://drive.google.com/open?id=1MwlfOHROE1gK1hFPlIk-wVkO4sQky0Ot&usp=drive_copy
834,209,beginner109_roadnarrowsahead.png,TRUE,https://drive.google.com/open?id=1wfaRSr0JolMa55uz2Oh87HIie6O_q0Ua&usp=drive_copy
835,209,beginner74_advicetothepedestrian.png,FALSE,https://drive.google.com/open?id=18CDSyj_QoYAPGZg3phXz7jZ2Ig4C5uar&usp=drive_copy
836,209,beginner79_signsofschool.png,FALSE,https://drive.google.com/open?id=1C284zaz9eKownjHBbXKwABt64aR-iZHD&usp=drive_copy
837,210,beginner110_narrowbridgeahead.png,TRUE,https://drive.google.com/open?id=1B3TrF6jziMtds-zbfOf4mfIKoMw_TlxR&usp=drive_copy
838,210,expert28_SlowVehiclesUseRightLane.png,FALSE,https://drive.google.com/open?id=1JSuUUW_yrnU6bvJu7YolQQVsE0lwVWeg&usp=drive_copy
839,210,advanced6_noentryfortrucks.png,FALSE,https://drive.google.com/open?id=1u3sCGZ8uSIPSGnp7mcKrwrGwNuzwlQta&usp=drive_copy
840,210,expert8_NoEntryforVehicleswithGrossVehicleMassofMoreThan5Tons.webp,FALSE,https://drive.google.com/open?id=13YHuzAt45u45KEAoeLNWQX66Hraiv65y&usp=drive_copy
841,211,beginner14_noentryforjeepneys.png,FALSE,https://drive.google.com/open?id=1ooq0oUkg7O-wYHDqxSQtTsY2q6aOHRPz&usp=drive_copy
842,211,beginner18_nopedestrian.webp,TRUE,https://drive.google.com/open?id=1sntxXHDpP-G_4LuiRkdN0xf9CI1Sw7TO&usp=drive_copy
843,211,beginner26_minimumspeed.webp,FALSE,https://drive.google.com/open?id=1xfsCK0kPuZ1rJ1yNZDR432IaTxJJDWEX&usp=drive_copy
844,211,beginner38_noblowing.png,FALSE,https://drive.google.com/open?id=1dFTBUY0w1Bpb4ROBlDpaiI9W_DbkoCZb&usp=drive_copy
845,212,expert16_ServiceSign(AdvanceSignwithNameofService).png,FALSE,https://drive.google.com/open?id=103w5LgcoTOHj9YZbQmo-Zy8us3A038TZ&usp=drive_copy
846,212,beginner107_roadclosed.png,FALSE,https://drive.google.com/open?id=1HaG2JW1lBz1jwBTmmRZ4JYe_vEXOGh4r&usp=drive_copy
847,212,beginner103_checkbrakes.png,FALSE,https://drive.google.com/open?id=1rXVI-FGfvhC9MpNXkhzw0XGMYf1jn4Ik&usp=drive_copy
848,212,advanced1_passeither.png,TRUE,https://drive.google.com/open?id=1M1H0gPBWGvSwsPLcMlZ3aqM7ygIm1Oxl&usp=drive_copy
849,213,expert28_SlowVehiclesUseRightLane.png,FALSE,https://drive.google.com/open?id=1JSuUUW_yrnU6bvJu7YolQQVsE0lwVWeg&usp=drive_copy
850,213,advanced3_rightlanemust.webp,TRUE,https://drive.google.com/open?id=1_83FKR4pqlxD6zUyuAbAEmtILNGnVZMn&usp=drive_copy
851,213,beginner2_giveway.png,FALSE,https://drive.google.com/open?id=1g8yyKdgDsZL5Eq0BVQW0_afeSzGHwA6O&usp=drive_copy
852,213,beginner3_leftturner.png,FALSE,https://drive.google.com/open?id=10AjA3yKqheSlSfEGGPBsR9SWPIMYl5dU&usp=drive_copy
853,214,beginner4_noturns.png,FALSE,https://drive.google.com/open?id=1fzjCkwe9LY8ZGITT8hFLBjyzQi4Zbmbj&usp=drive_copy
854,214,beginner70_slowdownpedestrian.png,FALSE,https://drive.google.com/open?id=1LnzW6U-lxhkcz1bw2nzQYasLvsDSsM39&usp=drive_copy
855,214,advanced4_leftlanemust.png,TRUE,https://drive.google.com/open?id=1a0BTZvZUPa7yHlIEadJQ8VucowRbQwac&usp=drive_copy
856,214,beginner32_noparking.png,FALSE,https://drive.google.com/open?id=1lZEoE2DI1Wasj51dF6N-q7OuWCP621HR&usp=drive_copy
857,215,beginner34_noparkingtowawayzone.webp,FALSE,https://drive.google.com/open?id=1MmVAE7O27hGqyCWZiqXh7vtGbw9Y65-L&usp=drive_copy
858,215,advanced6_noentryfortrucks.png,TRUE,https://drive.google.com/open?id=1u3sCGZ8uSIPSGnp7mcKrwrGwNuzwlQta&usp=drive_copy
859,215,beginner110_narrowbridgeahead.png,FALSE,https://drive.google.com/open?id=1B3TrF6jziMtds-zbfOf4mfIKoMw_TlxR&usp=drive_copy
860,215,advanced1_passeither.png,FALSE,https://drive.google.com/open?id=1M1H0gPBWGvSwsPLcMlZ3aqM7ygIm1Oxl&usp=drive_copy
861,216,advanced13_yjunction.webp,TRUE,https://drive.google.com/open?id=1ks_YDNI0l6RVaYWErNKOX0GTosTRGIYA&usp=drive_copy
862,216,beginner3_leftturner.png,FALSE,https://drive.google.com/open?id=10AjA3yKqheSlSfEGGPBsR9SWPIMYl5dU&usp=drive_copy
863,216,beginner4_noturns.png,FALSE,https://drive.google.com/open?id=1fzjCkwe9LY8ZGITT8hFLBjyzQi4Zbmbj&usp=drive_copy
864,216,beginner5_oneway.png,FALSE,https://drive.google.com/open?id=14FnQJQ5AdI_EW3E1kKACBSomaATZSoOJ&usp=drive_copy
865,217,beginner6_keepright.png,FALSE,https://drive.google.com/open?id=1dBlPOusLwpIAP3YeFkSbtwV89xm3xSad&usp=drive_copy
866,217,advanced16_halfyjunctionbehindright.webp,TRUE,https://drive.google.com/open?id=1MwlfOHROE1gK1hFPlIk-wVkO4sQky0Ot&usp=drive_copy
867,217,beginner47_curveright.webp,FALSE,https://drive.google.com/open?id=1oi29Q9w1LZxK73HJzZsilxeMZqd75ogY&usp=drive_copy
868,217,beginner48_curveleft.webp,FALSE,https://drive.google.com/open?id=15sUZR-lTbTmP8eQH1Z-pwy-pbn4rJiSe&usp=drive_copy
869,218,beginner49_reversecurveright.webp,FALSE,https://drive.google.com/open?id=1lfYgkzzjoGR76x2hHcB7I1Npf3vnZpCG&usp=drive_copy
870,218,advanced22_apporachtointersectionmergingtrafficright.webp,TRUE,https://drive.google.com/open?id=10THrBhpFo9NUoHnmNl9pV9Bvb4rQBS8y&usp=drive_copy
871,218,beginner43_sharpturnright.webp,FALSE,https://drive.google.com/open?id=12NrziNbEAUQOhgB-DyNog42tmFevyxZQ&usp=drive_copy
872,218,advanced4_leftlanemust.png,FALSE,https://drive.google.com/open?id=1a0BTZvZUPa7yHlIEadJQ8VucowRbQwac&usp=drive_copy
873,219,beginner6_keepright.png,FALSE,https://drive.google.com/open?id=1dBlPOusLwpIAP3YeFkSbtwV89xm3xSad&usp=drive_copy
874,219,beginner7_keepleft.webp,FALSE,https://drive.google.com/open?id=14c3tYCXQy85c98hOLzCm65h8ALTmf5bL&usp=drive_copy
875,219,beginner10_mergingtraffic.png,FALSE,https://drive.google.com/open?id=1ELbXw63GqJ9-puUhjMvbNPoXpOMrcqNw&usp=drive_copy
876,219,advanced25_roadnarrows.png,TRUE,https://drive.google.com/open?id=1yj7El-qow9jdyl4wbrYph4oN-0hj4XlF&usp=drive_copy
877,220,advanced38_diagrammaticdirectionsign.png,TRUE,https://drive.google.com/open?id=1ESa7svutNgz-ZgF2qJ0ffSQSpo6RCVq0&usp=drive_copy
878,220,beginner21_noright.png,FALSE,https://drive.google.com/open?id=16Vilc3gAAIRmW9d0ERfnhj0PDHbWLbXt&usp=drive_copy
879,220,beginner22_noleft.png,FALSE,https://drive.google.com/open?id=1xRwwNxusNlp-YWOVZJKnEcpE6-diSMdK&usp=drive_copy
880,220,beginner23_nouturn.png,FALSE,https://drive.google.com/open?id=1YyLcEkAMEwgcV4FRsd6iFLGoywhVkjVK&usp=drive_copy
881,221,beginner24_noovertaking.webp,FALSE,https://drive.google.com/open?id=1W7jPpbgbMoTiHcVhuI5b0U0HmSvyT0mo&usp=drive_copy
882,221,advanced39_diagrammaticdirectionsignforroundabout.svg,TRUE,https://drive.google.com/open?id=1Tby4RGHsSkAVnRhnEEAbYNRHUzrAvRL_&usp=drive_copy
883,221,beginner49_reversecurveright.webp,FALSE,https://drive.google.com/open?id=1lfYgkzzjoGR76x2hHcB7I1Npf3vnZpCG&usp=drive_copy
884,221,beginner55_intersectionahead.png,FALSE,https://drive.google.com/open?id=1IDQ64-Z1Odb99tofKu_WdUaeR45wOuu2&usp=drive_copy
885,222,advanced40_servicesignwithnameofservice.png,TRUE,https://drive.google.com/open?id=1HHTmA3y9WQb8mpU1JM_YgsSyR4zXRz1-&usp=drive_copy
886,222,advanced6_noentryfortrucks.png,FALSE,https://drive.google.com/open?id=1u3sCGZ8uSIPSGnp7mcKrwrGwNuzwlQta&usp=drive_copy
887,222,advanced13_yjunction.webp,FALSE,https://drive.google.com/open?id=1ks_YDNI0l6RVaYWErNKOX0GTosTRGIYA&usp=drive_copy
888,222,beginner6_keepright.png,FALSE,https://drive.google.com/open?id=1MwlfOHROE1gK1hFPlIk-wVkO4sQky0Ot&usp=drive_copy
889,223,advanced22_apporachtointersectionmergingtrafficright.webp,FALSE,https://drive.google.com/open?id=10THrBhpFo9NUoHnmNl9pV9Bvb4rQBS8y&usp=drive_copy
890,223,advanced25_roadnarrows.png,FALSE,https://drive.google.com/open?id=1yj7El-qow9jdyl4wbrYph4oN-0hj4XlF&usp=drive_copy
891,223,expert3_DoNotBlockIntersection.png,TRUE,https://drive.google.com/open?id=1mqLbnOcOLatIzrwQS2h-bz8SAqgHLStE&usp=drive_copy
892,223,advanced25_roadnarrows.png,FALSE,https://drive.google.com/open?id=1yj7El-qow9jdyl4wbrYph4oN-0hj4XlF&usp=drive_copy
893,224,beginner110_narrowbridgeahead.png,FALSE,https://drive.google.com/open?id=1B3TrF6jziMtds-zbfOf4mfIKoMw_TlxR&usp=drive_copy
894,224,expert8_NoEntryforVehicleswithGrossVehicleMassofMoreThan5Tons.webp,TRUE,https://drive.google.com/open?id=13YHuzAt45u45KEAoeLNWQX66Hraiv65y&usp=drive_copy
895,224,advanced13_yjunction.webp,FALSE,https://drive.google.com/open?id=1ks_YDNI0l6RVaYWErNKOX0GTosTRGIYA&usp=drive_copy
896,224,beginner48_curveleft.webp,FALSE,https://drive.google.com/open?id=15sUZR-lTbTmP8eQH1Z-pwy-pbn4rJiSe&usp=drive_copy
897,225,expert8_NoEntryforVehicleswithGrossVehicleMassofMoreThan5Tons.webp,FALSE,https://drive.google.com/open?id=13YHuzAt45u45KEAoeLNWQX66Hraiv65y&usp=drive_copy
898,225,expert16_ServiceSign(AdvanceSignwithNameofService).png,TRUE,https://drive.google.com/open?id=103w5LgcoTOHj9YZbQmo-Zy8us3A038TZ&usp=drive_copy
899,225,expert17_ProhibitedonExpressway.png,FALSE,https://drive.google.com/open?id=1LNyyXq9jBJCO9qacEfed0KlYypCq997p&usp=drive_copy
900,225,expert18_ExitAdvanceSign(With Distance).png,FALSE,https://drive.google.com/open?id=1pfNAHSpWu4aN_TVbdnOu-8lsLpGEqVdB&usp=drive_copy
901,226,expert24_ExitDirectionSignForNumberedExits.webp,FALSE,https://drive.google.com/open?id=1mu1Vkka7Xf08EbZF_msupdk2I_oEpQsF&usp=drive_copy
902,226,expert18_ExitAdvanceSign(With Distance).png,TRUE,https://drive.google.com/open?id=1pfNAHSpWu4aN_TVbdnOu-8lsLpGEqVdB&usp=drive_copy
903,226,beginner110_narrowbridgeahead.png,FALSE,https://drive.google.com/open?id=1B3TrF6jziMtds-zbfOf4mfIKoMw_TlxR&usp=drive_copy
904,226,advanced1_passeither.png,FALSE,https://drive.google.com/open?id=1M1H0gPBWGvSwsPLcMlZ3aqM7ygIm1Oxl&usp=drive_copy
905,227,advanced3_rightlanemust.webp,FALSE,https://drive.google.com/open?id=1_83FKR4pqlxD6zUyuAbAEmtILNGnVZMn&usp=drive_copy
906,227,advanced4_leftlanemust.png,FALSE,https://drive.google.com/open?id=1a0BTZvZUPa7yHlIEadJQ8VucowRbQwac&usp=drive_copy
907,227,advanced6_noentryfortrucks.png,FALSE,https://drive.google.com/open?id=1u3sCGZ8uSIPSGnp7mcKrwrGwNuzwlQta&usp=drive_copy
908,227,expert19_ExitAdvanceSignWithDistanceandRightLane.png,TRUE,https://drive.google.com/open?id=1Odz8JQEln0MTfyLceeFEavqx6Ycucflu&usp=drive_copy
913,228,expert18_ExitAdvanceSign(With Distance).png,FALSE,https://drive.google.com/open?id=1pfNAHSpWu4aN_TVbdnOu-8lsLpGEqVdB&usp=drive_copy
914,228,expert24_ExitDirectionSignForNumberedExits.webp,TRUE,https://drive.google.com/open?id=1mu1Vkka7Xf08EbZF_msupdk2I_oEpQsF&usp=drive_copy
915,228,expert19_ExitAdvanceSignWithDistanceandRightLane.png,FALSE,https://drive.google.com/open?id=1Odz8JQEln0MTfyLceeFEavqx6Ycucflu&usp=drive_copy
916,228,advanced1_passeither.png,FALSE,https://drive.google.com/open?id=1M1H0gPBWGvSwsPLcMlZ3aqM7ygIm1Oxl&usp=drive_copy
917,229,expert28_SlowVehiclesUseRightLane.png,TRUE,https://drive.google.com/open?id=1JSuUUW_yrnU6bvJu7YolQQVsE0lwVWeg&usp=drive_copy
918,229,beginner110_narrowbridgeahead.png,FALSE,https://drive.google.com/open?id=1B3TrF6jziMtds-zbfOf4mfIKoMw_TlxR&usp=drive_copy
919,229,advanced1_passeither.png,FALSE,https://drive.google.com/open?id=1M1H0gPBWGvSwsPLcMlZ3aqM7ygIm1Oxl&usp=drive_copy
920,229,advanced3_rightlanemust.webp,FALSE,https://drive.google.com/open?id=1_83FKR4pqlxD6zUyuAbAEmtILNGnVZMn&usp=drive_copy
